mapname,filesize,filesize_bz2,sha1,note
cs_watermill,5660220,652866,1231e14f283ec4077f75724bf929a0418b239159,523_459646_cs_watermill_castaway/cs_watermill_castaway/cs_watermill_castaway
cs_watermill,5849392,652963,59259416b05f649e98f3b4d21a1dd7efa8bbd454,523_459646_cs_watermill_castaway/cs_watermill_castaway/cs_watermill_bsp/cs_watermill_2
cs_watermill_lighting,5921072,664921,b8edffdc2d06c30bd1b1666be138adb412543700,523_459646_cs_watermill_castaway/cs_watermill_castaway/cs_watermill_castaway
cs_watermill_lighting_skybox,5849392,652963,59259416b05f649e98f3b4d21a1dd7efa8bbd454,523_459646_cs_watermill_castaway/cs_watermill_castaway/cs_watermill_castaway
de_scrapyard,6972536,1083991,888f12bb42309f0a4dc4738c535e4dfbbe14aa1f,524_459645_de_scrapyard_castaway/de_scrapyard_castaway/de_scrapyard_bsp/de_scrapyard_done
de_scrapyard,8846916,1507498,cb995d7d4484b54b054f2747fe5f3935cf85e44c,524_459645_de_scrapyard_castaway/de_scrapyard_castaway/de_scrapyard_castaway
de_scrapyard,9001448,1491338,67b3b6251996028b683fc7b494205ed14467af5f,524_459645_de_scrapyard_castaway/de_scrapyard_castaway/de_scrapyard_castaway/de_scrapyard_final
de_scrapyard_finalcopy,7059692,2958775,bc5709cd76deae14f580b4d9d047f0db91d53c80,524_459645_de_scrapyard_castaway/de_scrapyard_castaway/de_scrapyard_castaway
de_scrapyard_finalcopy_prefabing,6972536,1083991,888f12bb42309f0a4dc4738c535e4dfbbe14aa1f,524_459645_de_scrapyard_castaway/de_scrapyard_castaway/de_scrapyard_castaway
de_scrapyard_prefabing,8917076,1496716,008fa1213cf6416bced92cc585d87fab22826734,524_459645_de_scrapyard_castaway/de_scrapyard_castaway/de_scrapyard_castaway
de_scrapyard_skybox,8845816,1507972,c9e0f9a6748a95e76b2663d27aef3baf34b06b87,524_459645_de_scrapyard_castaway/de_scrapyard_castaway/de_scrapyard_castaway
de_skybox,5087900,891929,384e13f22a866f04bf3e52eb83b4cd6a9f039552,522_459647_de_skybox_castaway/de_skybox_castaway/de_skybox_bsp/de_skybox
de_skybox,5087900,891929,384e13f22a866f04bf3e52eb83b4cd6a9f039552,522_459647_de_skybox_castaway/de_skybox_castaway/de_skybox_castaway
de_skybox_expanded,4707400,1002770,f1a4ddbdb43d8dad5e84273bf5f5331792579167,522_459647_de_skybox_castaway/de_skybox_castaway/de_skybox_castaway
de_skybox_skyboxing,5214432,1918630,07e182e6d9e60d64137402363c5a45b7d0a0b201,522_459647_de_skybox_castaway/de_skybox_castaway/de_skybox_castaway
