mapname,filesize,filesize_bz2,sha1,note
cs_alps_css_rc1,153960700,71288684,1be3ae95b5cd848c17e1624e6b39eb2f011db4a1,unique_cs_de
cs_compound_diacre_b4,9709652,3344515,65d6d32d2c6e80ee3d21ea9bc770dc45e567f525,unique_cs_de
cs_diacrefactory_b3,10643641,3802456,98c6a33d41879fb6dc8548167b0e2c31c327f46c,unique_cs_de
cs_havana_diacre_b7,16272896,4082736,e93da4c7464eeba433c0f0be5943723f4604b7bd,unique_cs_de
cs_havana_diacre_b8,19675189,3767962,ddd5292d635bfb03a08e89a4d0b31e3744ba824d,unique_cs_de
cs_mansion_source,23235452,7059008,0cac1357346d7457e758aee2a22f3689a6a9d2b4,unique_cs_de
cs_office_diacre,12307684,3865066,b41ea5fd6c0be757726c85ae4a9411e0a3be027d,unique_cs_de
cs_twilight_d2,3862356,1340787,b4240de515f3c59f66890ee5402939b7886e8fa5,unique_cs_de
de_3rdstreet_diacre_b2,10477499,3208390,32bf0ccddd521f22bb28d9f24b37f80af2c06e25,unique_cs_de
de_active,3696608,1738338,5a5e9fb61284c1494612310637af44025f5c6e6f,unique_cs_de
de_alexandra_pro,17978033,4799296,a058404f0d0607fedd050a28f039003a5e9aa02e,unique_cs_de
de_aos_dusk_s0,6104416,2497252,ec48e90d76be1d0cea996dfdf0c0ddd710d14f0f,unique_cs_de
de_aztec_diacre,10728584,4279099,b49cf668d48d7e2ecc262859e5e1a522113296d9,unique_cs_de
de_bahrain2,156799683,78050122,30f843d437165f066a90dd38e679e122fceaf772,unique_cs_de
de_bahrain2011,14619110,6510072,83ea64f25e13330a8ae017f0b1da4d1d445437de,unique_cs_de
de_bahrain_fix,154623537,76973258,d0e7182c44e6e5c7d6ab184ca73ead4b53591897,unique_cs_de
de_bahrain_fixed,155785459,77600945,0d39ed58d386f6a6f331de9ae621bd5f5c0424a8,unique_cs_de
de_bengel_max20,105380583,59180128,f07775a00a37667525a5c5896de6c0f49aa5f2b2,unique_cs_de
