mapname,filesize,filesize_bz2,sha1,note
bhop_restricted,33975103,19478403,bb8395a7fcae69da41628d068c2e0e9f61fa8d32,435172_957953_bhop_restricted
bhop_skill_only_speedruns,5207541,2805600,c74816f1ebd655b3c824c3fb61eb4a849e587222,429718_942048_bhop_skill_only_speedruns
bhop_smoked_dev,31772304,8756493,5bf6f326bfde79965072635a1e21c42cdeec0eaf,422858_922401_bhop_smoked_dev
bhop_space_lego,10492135,4302835,2a930cc598df0459435084242d77912958a77053,424824_927999_bhop_space_lego
bhop_vaflina,7176828,3733424,91e77163f95755605abac13379ac2921580a76a3,430263_943773_bhop_vaflina
bhop_xupit,122555700,52134178,96034a502baaaa290d3287c16f10642a63312dbc,435891_959779_bhop_xupit
break the window,160560,25972,05158e55726555a1574c19981e0029ad29625d6e,430956_945664_break_the_window
bhop_canyon_final,27659892,13704658,4f597e2e7237080a8abff2d3f186d252e013978a,malala edit/optimize
central,889652,68580,4123112727e179451907ac10f8f789f69d45918a,436364_961352_central_79ab9
countryhouse,3754224,1251495,64c11eb604d8e543035e1b4adb69375d83990d42,436483_962020_countryhouse_css_v11_d61b6/Countryhouse
countryhouse,3839188,1281970,1c1579d341b219542aaca59d7857f189241b467d,436483_962413_countryhouse_css_v13/Countryhouse
countryhouse,3864256,1302823,9b703ba7fde65affeafebd58d752168ad4a574a1,436483_963203_countryhouse_css_v14_2479a/Countryhouse
cs_crackhouse_2023,45729626,45718408,1fe803099744f98b716f54b6ed73a8d851c7cb47,428441_938361_cs_crackhouse_2023
cs_crackhouse_2023,33845420,33793294,7703549d8ccef6f51940716ba15e71217b0ea332,428441_938828_cs_crackhouse_2023_fixed
cs_ggcityfinale,4446436,2650485,65fb1acf87a9bfcf62ca82628ce6721830c81dff,428026_937210_cs_ggcityfinale/cs_ggcityfinale/maps
cs_gmancity,3383336,2184477,26931ace7bb3fe5d7ba0fa8b5bd9a716222c3c54,420409_915272_cs_gmancity/cs_gmancity/maps
cs_lighting,8129400,130158,e5d9587127c64e3df4ea0011e78f9d823cfa6e6a,437485_964906_cs_lighting
cs_militia_go,71344428,30917766,7691aa925c5c8bcb6d41f9c301cdcc6bf04d0e44,432685_950624_cs_militia_go
cs_plowtown,4885816,1808582,261c62786fdf8116846319649fe9e4bffc360ba7,420407_915270_cs_plowtown/cs_plowtown/maps
cs_siege,144979875,76425441,bfa2c1ac4fd8b64fec5f709fab22d5e9a9876a95,437066_963597_cs_siege_by_savimon
cs_site,13695208,6128314,09a639bd556925d27413885d9c5fbbad3a771bdc,423087_923178_cs_site/cs_site/maps
cs_site,27677830,13513931,5a5add94af6f96ab4a540119869e0a4f0728d8d9,423087_926520_cs_site_23f4c/cs_site/maps
cs_stationarena_beta,20227876,15769493,d8796c58f26ee3402eaf0f17e5b1cf5aa4b3e9aa,421775_919227_cs_stationarena_beta
cs_theatre,38035760,13335991,a342beb6e294c12b90c88a0d9ccc70ccf95d85e5,421363_917901_cs_theatre
de_3pussy,3859324,1719428,64e9008550b926ee7be7d63cc7bc8d35164e6f46,434401_955563_de_3pussy_cs_source
de_across_the_street,104271657,53680217,1d122d47eaebd670299bbf16efa10d0d3624ca02,436330_961249_de_across_the_street
de_alexandra_old_cssold,73729126,36089945,017ca896cfcea68d4d8bd58c48c250d3fecd7277,429386_941148_de_alexandra_old_cssold
de_aztec3_v15,2254660,983056,562f74279f7a17a58c4c9c3296343a2c86361937,438561_968006_de_aztec3_v15
de_cbble_csgo_cssold,107505622,51294352,f1b0fa36847958e9e3d357f1d583ef1647c44ea3,424662_927563_de_cbble_csgo_cssold
de_coalin,8721000,3144466,76f10116f14d5e360f971e5efd8dbf7427b6991f,427974_937070_de_coalin/de_coalin/maps
de_cof,3620073,1100450,536ebbc57da8404000bea3fce658ee214b08d260,432596_950334_de_cof_d47d1
de_crate,2926364,993832,318f391e0c027fb8bd9dc36740f2ce415ede101c,434697_956529_de_crate
de_cratenuclearcss,4683380,1790114,7f9cd7a12b9e19d8a77df8ec35303dc11fbacdd6,434842_957028_de_cratenuclearcss
de_doubledust,5458304,2353994,434dd1cf3b4d0b0bbb61d2a3c052ced1a83bc916,426346_932328_de_doubledust/maps
de_downtownfinal,14768428,6690298,f7e96eb56aa57c2f3351f1e874fe44063b27d6c4,420402_915259_de_downtown_final/de_downtown_final/maps
de_fire_v3,3811344,509692,a4f494330428cbef7ac0d5dc1c63e273e875a222,436361_961344_de_fire_v3
de_fire_v3,3594612,1308285,dcde818a96fcf749f3b5d4603eb83b60be664f8b,436361_962513_de_fire_v3_6ea21
de_mentlegen,1557952,284022,b73ee861aafb2a226972970bc9680065aba50868,422887_922510_de_mentlegen_d3c0f/de_mentlegen/de_mentlegen
de_neonpolis,268325638,57365050,d5e65c400099988c5948b7d881eddea5c11178bc,432337_949634_de_neonpolis/maps
de_neonpolis,411874548,113094244,3efb54c2b8b6fec782bc4505d0149616a421c1ab,432337_950072_de_neonpolis_966b6/maps
de_no_mercy_hospital,11708276,5344226,b021adaf09a3a317428202fa105fc59e28ecef20,433903_954205_de_no_mercy_hospital
de_no_mercy_hospital,63923139,32935833,58c124c7078f7d3688307684085c172096cd9e23,433903_954826_de_no_mercy_hospital_baf08
de_no_mercy_hospital,79417220,40373837,856a90bec622cbfb8a43525d1ebacaac36a02e82,433903_954974_de_no_mercy_hospital_completely_fixed
de_nuke_khanh,25533971,13137761,1caed5664b3d12073c4ee39ca92c57f7b418a9d1,422237_920605_de_nuke_khanh
de_nuke_khanh,26447113,13670151,8a185cfa023dd67a8bfb80c488864248b73e5179,422237_931454_de_nuke_khanh_86065/maps
de_nuke_khanh,26295080,12606857,fb7864a3f648157f766b8ef6d236c00d3bb2fc38,422237_967975_de_nuke_khanh_6f458/de_nuke_khanh
de_nuke_plus,19642305,8006293,39ea98c49a19ed009bbc28c14489868a4a49d151,436760_962611_de_nuke_plus/de_nuke_plus
de_nuke_plus,19642305,8006293,39ea98c49a19ed009bbc28c14489868a4a49d151,436760_963024_de_nuke_plus_29849/de_nuke_plus
de_nuke_plus,19962072,8237807,00cd218e2c11129e6305090c1219a19539e67579,436760_965547_de_nuke_plus_2b5a7/de_nuke_plus
de_over_roof_alpha2,1050976,320393,15832620fa60f5964c827067cfd962715b383e5f,428037_937249_maps_1edb1
de_palmstreet,11054000,4053255,a88045689b202416cd662ea04e32e89c4b68089e,423885_925386_de_palmstreet_2cc30/de_palmstreet/maps
de_persian,10560182,4025880,b8a6621c2df08e5697406d6637954102b9ebbaad,432382_949752_de_persian/map
de_ploomp,6723713,2632811,6bb76800d333e7cd127d7679df36eb322680eab8,436881_963003_de_ploomp
de_raventown,7772868,2911522,0be73e6e2453d0e4cb24aca1b111af8faf96e665,420399_915257_de_raventown/de_raventown/maps
de_shortdust_go,49058608,25506439,b9e0adc3c30e0d60a1a9d8285779d88ba6db898d,432682_950617_de_shortdust_go
de_steamlab,4559256,775042,018fe95a6b5a39e672ee4f9e5b665c4d05002278,428354_938089_de_steamlab
de_storeage,6594984,871783,b386437af410dae30539d46dcf1bded94b034b1f,433874_954129_de_storeage_f5afa
de_studio,9739166,2646400,8130a1a52b55d9d126f7474a03208014ddfa47f4,426521_932889_de_studio_3f655
de_subpens,6759740,3242799,7cc3720b67dfa0f562b1a72faa21e7497bebdd36,426266_932079_de_subpens/maps
de_theatre,38360316,13542169,2a84cc2800f1c8cc6a7d68bc8672d5c3d0fc768b,421363_921130_de_theatre
de_theatre,41584520,15348527,449d6a682054250a1f6717c7b7204812756ff0d3,421363_924143_de_theatre_a_3
de_theatre,41648108,15385317,904d63049b6fd34cbc44764b67e611ffb5386afe,421363_924312_de_theatre_a_4 (note: I renamed from de_theatre_a_4 to de_theatre)
de_theatre,41618068,15424042,d887740d54fe959dca82d9c5327792d7c26dd1f3,421363_924673_de_theatre_a_5 (note: I renamed from de_theatre_a_5) to de_theatre)
de_theatre,42978404,16131441,63d0d600ea29a224b367963f5d2c9aae4b24879b,421363_924793_de_theatre_a_6 (note: I renamed from de_theatre_a_6) to de_theatre)
de_theatre,41450980,15471474,f00510931e49c24503af188f0c2effea73d108f5,421363_925087_de_theatre_a_7 (note: I renamed from de_theatre_a_7) to de_theatre)
de_theatre,41507880,15595968,c75482f23c3937f689bfa9f83fb359d129be5658,421363_925177_de_theatre_a_8 (note: I renamed from de_theatre_a_8) to de_theatre)
de_theatre,42201588,15924450,f7b42dd1ffb11007f3cbb5cdf0506b9d116e78a3,421363_925600_de_theatre_a_9 (note: I renamed from de_theatre_a_9) to de_theatre)
de_theatre_a_4,41648108,15385317,904d63049b6fd34cbc44764b67e611ffb5386afe,421363_924312_de_theatre_a_4
de_theatre_a_5,41618068,15424042,d887740d54fe959dca82d9c5327792d7c26dd1f3,421363_924673_de_theatre_a_5
de_theatre_a_6,42978404,16131441,63d0d600ea29a224b367963f5d2c9aae4b24879b,421363_924793_de_theatre_a_6
de_theatre_a_7,41450980,15471474,f00510931e49c24503af188f0c2effea73d108f5,421363_925087_de_theatre_a_7
de_theatre_a_8,41507880,15595968,c75482f23c3937f689bfa9f83fb359d129be5658,421363_925177_de_theatre_a_8
de_theatre_a_9,42201588,15924450,f7b42dd1ffb11007f3cbb5cdf0506b9d116e78a3,421363_925600_de_theatre_a_9
de_theatre_r,34636140,13201043,b7a25428c19f68a7b15909d6a73dad043893f11b,421363_927474_de_theatre_a_10
de_theatre_r,35001792,13410981,a5487fcd190951c0b0728a3283555b98b05fbb62,421363_928208_de_theatre_a_11
de_theatre_r,35149164,12454648,d96c8f0d20cbf769ecb985fbbd84bb1e2f43ff93,421363_928628_de_theatre_a_12
de_theatre_r,35130428,13478567,c8b5312a4383674590459af8edf7fa0d976d0cfa,421363_930410_de_theatre_a_13
de_theatre_r,36630004,14126860,41bbcb314599b7191d5c6aa7304c2c3e6724ca27,421363_934001_de_theatre_a_14
de_theatre_r,36654012,14152723,6baff3e90915bdfcf88cf060726f97a8a54d27b6,421363_934400_de_theatre_a_15
de_theatre_r,36859280,14266048,2a7a9f7d60b8c65779f3aee2765abb3c29d23a79,421363_934698_de_theatre_a_16
de_theatre_r,38624008,15018049,b1ab88313573a6976874c35d69e6df3c25835f9c,421363_935032_de_theatre_a_17
de_theatre_r,38492764,14924167,aeff05cb0f5d2eec26ed2c5514ebf078917c320b,421363_935137_de_theatre_a_18
de_theatre_r,38898204,15212721,41e45eef2cc8b2d12f443fb8d96749bb8a38d09f,421363_935324_de_theatre_a_19
de_theatre_r,39216936,15379965,56c7ea7c1350abc9050c0c27bc4ede9db883153b,421363_936189_de_theatre_a_20
de_theatre_r,39537384,15474395,28164e0767dd1edb74c740d734d046796ea97512,421363_938003_de_theatre_b_1
de_theatre_r,39747932,15536767,d8283224e10d2d5d402b7a63c12e7744412e2c95,421363_938986_de_theatre_b_2
de_theatre_r,39968328,15652443,fb3a34038c90ec70e6a238a43310c2268c36d708,421363_939429_de_theatre_b_2_1
de_theatre_r,39705888,15648241,6758a4c4bb08bab2bafb221a84ecce422532ba5e,421363_939945_de_theatre_b_3
de_theatre_r,40338544,15926976,81de1d641cfc71be65799849943d885052627599,421363_940380_de_theatre_b_4
de_theatre_r,40544188,16020881,70555309d5c5d63d6952e9ae744d014303a416c9,421363_940847_de_theatre_b_4_1
de_theatre_r,40543832,16014952,c939d4b155f4abdebe9a25a31162fb4a76de174c,421363_942324_de_theatre_b_4_2
de_theatre_r,41618528,16470546,7d62140376d1b2d8ba4a85aca85d792949df200f,421363_947277_de_theatre_b_5
de_theatre_r,41668244,16507603,7dead26e287e9e12800e880c126f97bbd686a1a3,421363_947638_de_theatre_b_5_1_52c2c
de_theatre_r,42843740,17096416,12e87c1b3236676196ca902e396dd2caca0acd8f,421363_947927_de_theatre_b_6
de_theatre_r,42884456,17118807,21368ba113cc40c59150566546bd75966567cde1,421363_948166_de_theatre_b_6_1
de_theatre_r,41961804,16981347,ca5e34e6c553ec0818f6c3ba5a4008585701c61d,421363_949303_de_theatre_b_6_4
de_theatre_r,41969956,16978364,1b291522c4a589bd23a1bd30485fa468e35a14c6,421363_949338_de_theatre_b_6_5
de_theatre_r,42143084,17018734,1c2faa4ffb715f7f7140f7b848f643bbb3468772,421363_949766_de_theatre_b_6_6
de_theatre_r,37047588,14707353,1da0699ebeffa47e4ff377a8dc32de52257dc392,421363_950276_de_theatre_b_7
de_theatre_r,35532724,14868570,ebdadf75c304c29508aa9bfcce2325d85d1dd354,421363_951077_de_theatre_b_8
de_theatre_r,35361072,14803044,9e3859c2150f980e026cb0fdead5e9c930735466,421363_951769_de_theatre_b_9
de_theatre_r,67503905,30908083,55be1abb4b21a9decff5c68b8e6034e4eb5b14b0,421363_955356_de_theatre_b_10
de_topshesh_advance,1767184,459455,430e136c7fc3e4de75525c6cbb9779a5b11a8303,421030_917056_de_topshesh_advance
de_tunnels,3218208,1246959,367289a4054f89144958d491d6d92582298b91af,433061_951663_de_tunnels_beb55
de_tuscan_cso2_cssold,92223043,49744691,f31cd53762d6a64866f2550c03df376b0aea5aab,429390_941154_de_tuscan_cso2_cssold
de_under_roof,548612,162237,0184669b3458e3fbcd9fb903fac752ecfafd001e,426351_932346_de_under_roof
de_undergroundv2,4006004,1702494,ee0e1b930d32d9b357a4db219540798360c02c48,420405_915265_de_undergroundv2/de_undergroundv2/maps
de_undergroundv3,4430176,2151818,43aac25a7a83d1df4aeda863b1cf5296d26b6d87,428024_937205_de_undergroundv3/de_undergroundv3/maps
de_vertigo_cso2,140765461,69969942,e557f89acc7b304f4067616d21b11a5f9f85ea69,437740_965667_de_vertigo_cso2
de_vroom,1604736,603685,a8c834cafbbba27da1761427fde9d7248d8cfe6d,423804_925179_vroom
de_woodwayelementarynightV1,26170756,2866379,fc3a0d2d7bb8dbbab2d6e4ce36cdd92cf778786a,420413_915279_de_woodwayelementarynightv1/de_woodwayelementarynightV1/maps
de_zelenograd,2838148,572970,b61f65903956d84eea0e38e4730de43874364ed7,434187_955022_maps_d3edb
de_zelenograd,3327184,728823,d88cacf5e766a6eb7c683ed1ab8ba9f41dd94708,434187_955446_de_zelenograd_c3975
deathrun_reboot_2023,266971563,106621583,c572bff2ff602e2c3829316ba52e14335295331a,421396_918035_deathrun_reboot_2023
desest,1961840,168230,a01e01a078e8b4b736efe2d4ee38c0afb1d854bb,429980_942884_desest
dev_awp_alpha,400044,41631,61020e7f970d57b55f6814f679c7f3e32eca27dd,424457_927032_dev_awp_alpha
dev_awp_alpha,433608,50048,1d4544484da143a30d519533b9f398d3f9080b2c,424457_927363_dev_awp_alpha_2706d
epic_bucket_update,548160,120690,85016559c41af867fe50cd7011679c8c992dc0a2,437685_965511_final_update
fu_plainhop,6815000,2551932,b5fbe9e9f189c41975d297ea4dec5f38a0e5ca9c,428218_937740_fu_plainhop
fy_ambush&invade,1780408,716710,98d7f1a2964c239b3fd63cdd215364359b2e0df8,420277_914945_fy_ambush_invade
fy_funtimes_redux,11480393,1630981,648539d1f02001d51c01ecb1da46052bf243ed79,422184_920430_fy_funtimes_redux/fy_funtimes_redux/cstrike/maps
fy_monke,2991464,1498361,32153a1f0e71b50108b7f7dfad990787be294f46,422921_922622_fy_monke
fy_stencil_b1,3521385,2452076,d8640ffdac11c2d878d7e5b0a57367ef5ab8ede5,421851_919425_fy_stencil_b1
fy_theborder,1047776,243159,dfd45aab939e0085f2400de41fb36ba0d314ff0b,425991_931392_fy_theborder_v01
fy_theborder,1971092,743885,f9ae4f3650d265f09cafb351bcb3c010817c1889,425991_931393_fy_theborder_v15
fy_theborder,1857112,687025,7b0573d2480c6482659ebc2ce43dede35bb09dbc,425991_931394_fy_theborder_v12
gg_blueberry_hill,41628678,2666446,b9e9edea0c7cff73f413bc67cfb1091745877e98,431438_948141_gg_blueberry_hill
jb_electric_vip_xmas,70306976,70293489,7a99d443773c87b9b1361fc5bb1bd3d7c693568a,420256_914894_jb_electric_vip_xmas
kz_bhop_666,22506580,12816015,9a0d7e812a7ce16e605d4e9f6966ad46ef575afa,438172_966887_kz_04512
kz_bhop_playstation,24888292,9636579,83565729b3998bf04e01f4c1ba2fc6fbaabf505a,420939_916840_kz_d7f97
kz_bhop_playstation_h,29003220,10048805,b9b6e012571c5e5086ac100336a46b865a2748a3,420939_916840_kz_d7f97
kz_bhop_rainbowbhop,11015940,3917166,7e10dc1c39a914bfe522ac205d0b5de2ca006cd9,424957_928372_kz_c9855
kz_bhop_real,12301724,3681971,0b40714adcf62022179e0fc5c94ee43384813968,420939_916840_kz_d7f97
kz_dojo,8862964,4257395,fda9e7794dda739ce1311267b5859831048c0225,436859_962942_kz_dojo
kz_ethmo_dark_basement,48235356,11046432,8c4eeb95e0ff46fcfb5caad47ee1f4d9df7f9da8,420939_916840_kz_d7f97
kz_frozenvalley,12237504,3341454,b32ab03fc980a926c0db87705f4cd8d4c5803dc4,420939_916840_kz_d7f97
kz_gbc_pacific_afternoon_rmk,11137176,5230549,5422affd1eefc8bdc631503f3f2605d25182d9e3,429004_940046_kz_gbc_pacific_afternoon_rmk
kz_lain_h,30755628,13241666,32141407122a562e9cb4ebd103b3e5d81d44ccd4,432764_950819_lain
kz_mix_etherealmovement,38231920,16132028,9ec9f900a80bc5cacd229d51e276c70b73835f2a,420939_916840_kz_d7f97
kz_onlime,8774128,3849449,41c7bb8df57ecadc61848d28024294acf6f51469,438172_966887_kz_04512
kz_onlime_ez,8638140,3785527,106b986729d026086a20227c128cefba870d6248,438172_966887_kz_04512
kz_pcm_deathvalley,8984040,3793607,2282003d2eadcc3797c4b53fb0665f7be4cd59bf,438172_966887_kz_04512
kz_pcm_parched,4084336,2295831,c0babdd6c2938d85f45702507cb6d027bd76f934,438172_966887_kz_04512
kz_sit_3toontrees,2618360,967955,7e7b6e9b9482fefd428a5596c2784c371ec4df80,420939_916840_kz_d7f97
kz_smkestate,34494692,15900011,8b87ad4841fb8cac8899013db258793e790c4cdd,420939_916840_kz_d7f97
kz_sonora,16635896,8222022,93ff4fc119d27bb7440fcc2878f31f05b6e6073b,435056_957656_kz_sonora
kz_sonora_ez,16552940,8165182,e6a74797a0b01846974ca14a63faa219f1ed7d6d,435056_963688_kz_sonora_ez
kz_spiritblock_fix,25562624,8158241,26cecf09f8b1b8fce7a88e13cfa7a5560f0cba3b,438172_966887_kz_04512
kz_tabyn,17366724,6263015,3c336675c581ec0760b64cf6bb73200e0dabc8a8,438172_966887_kz_04512
maze_xmas,39856769,39693399,0b1c17031dd34da04c1311bfbfca9febde3f1534,420264_914916_maze_xmas
mg_lasers_anime_a3,17412998,8629701,0922a28fd2c8d91ffd61d46c222eab82e7827c7a,431117_946139_mg_lasers_anime_a3
mg_masogs_course_beta_2,14104940,4617085,ad50c1a6dd9e09bb5c0a1a027ac299e708848784,413632_957963_mg_masogs_course_beta_2_fix
"Our House, in the Middle of the Void",385628,82377,6d13c1305d2d0b6f1f868a19880a412c071e59aa,437834_965965_our_house_in_the_middle_of_the_void
rum,255752,29186,570fa2f25438678fc6e0d58d9f5f4741d77f2214,437813_965890_rum
rv_factory_busyday,9091776,3286381,38b22cf8d8f9c2d68c6c69e244dbc9ceda22f4dd,429444_941313_rv_factory_busyday/rv_factory_busyday
rv_sandwar_hottime,7948880,3033049,c4a42afe639d252e8d63384c923310851338d728,429446_941318_rv_sandwar_hottime/rv_sandwar_hottime
rv_southbank_oldtime,16586276,5737175,8a36e93bb6c17c427039df0b96a28e366bee1f3e,431470_947236_rv_southbank_oldtime/rv_southbank_oldtime
rv_warehouse_battle,10638156,3472924,a8e2670e0f88ea54f784650a4789214fc5c1b42d,429452_941689_rv_warehouse_battle_9aa85/rv_warehouse_battle
surf_abandoned,20209830,20077469,76defb04ae70d74103f8e62cc6d16ce34101a54c,430426_944157_surf_abandoned_7214f
surf_autumn,46246908,17539348,cc1cf53a74a6c389e47fef87ccdd8ffe5c154c82,433360_952513_surf_autumn_61924
surf_botanica,34844302,34467079,3318a52427225fcdb4962acb14dea286b472dbf4,435140_958001_surf_botanica_e4827
surf_botanica,34835844,34357128,e26cdd17c315077848a6ca46226f1c80108ce665,435140_961737_surf_botanica_cc663
